Region,Country,State,City,Month,Day,Year,AvgTemperature
Asia,China,,Shenyang,6,14,2011,67.1
Asia,China,,Shenyang,6,15,2011,63.3
Asia,China,,Shenyang,6,16,2011,63.8
Asia,China,,Shenyang,6,17,2011,67.2
Asia,China,,Shenyang,6,18,2011,72.0
Asia,China,,Shenyang,6,19,2011,76.6
Asia,China,,Shenyang,6,20,2011,78.2
Asia,China,,Shenyang,6,21,2011,80.7
Asia,China,,Shenyang,6,22,2011,74.0
Asia,China,,Shenyang,6,23,2011,66.9
Asia,China,,Shenyang,6,24,2011,70.5
Asia,China,,Shenyang,6,25,2011,75.9
Asia,China,,Shenyang,6,26,2011,67.4
Asia,China,,Shenyang,6,27,2011,68.4
Asia,China,,Shenyang,6,28,2011,73.5
Asia,China,,Shenyang,6,29,2011,74.6
Asia,China,,Shenyang,6,30,2011,77.7
Asia,China,,Shenyang,7,1,2011,77.2
Asia,China,,Shenyang,7,2,2011,74.9
Asia,China,,Shenyang,7,3,2011,73.6
Asia,China,,Shenyang,7,4,2011,78.1
Asia,China,,Shenyang,7,5,2011,78.1
Asia,China,,Shenyang,7,6,2011,79.7
Asia,China,,Shenyang,7,7,2011,72.1
Asia,China,,Shenyang,7,8,2011,72.1
Asia,China,,Shenyang,7,9,2011,75.2
Asia,China,,Shenyang,7,10,2011,77.4
Asia,China,,Shenyang,7,11,2011,77.7
Asia,China,,Shenyang,7,12,2011,77.9
Asia,China,,Shenyang,7,13,2011,80.4
Asia,China,,Shenyang,7,14,2011,77.3
Asia,China,,Shenyang,7,15,2011,78.6
Asia,China,,Shenyang,7,16,2011,78.1
Asia,China,,Shenyang,7,17,2011,77.3
Asia,China,,Shenyang,7,18,2011,79.0
Asia,China,,Shenyang,7,19,2011,82.1
Asia,China,,Shenyang,7,20,2011,75.7
Asia,China,,Shenyang,7,21,2011,73.6
Asia,China,,Shenyang,7,22,2011,75.1
Asia,China,,Shenyang,7,23,2011,75.4
Asia,China,,Shenyang,7,24,2011,79.5
Asia,China,,Shenyang,7,25,2011,77.8
Asia,China,,Shenyang,7,26,2011,75.8
Asia,China,,Shenyang,7,27,2011,78.4
